,,,,,,,,,,,,,,,,,,,,
,,Final Perfumes Prices and Category List,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Sr. #,Perfume Oil,Brand,Supplier,Category,Season,Time,Notes Details,,,Price of 100 Gram Oil,"Attar Price 
(1 Tola)","Box Price 
(1 Tola)","Bottle Price
(1 Tola)",PrintingCost,Flyer Cost,Delivery Charges,"Total Cost 
(1 Tola)",Selling Price
,,,,,,,,,Top Note,Heart Note,Base Notes,,,,,,,,,
,,92,BAMSI DEFENDER BY J.,J.,Hussaini,Men,Winter & Autumn,Evening / Night,"Bergamot, Cardamom, and Violet Leaves",Cinnamon and Lily of the Valley,"Leather, Sandalwood, Tonka Bean, and Vanilla",2600,312,150,120,2,10,250,844,1344
,,93,EDGE BY J.,J.,Hussaini,Men,Spring & Summer,Day Time,"Yuzu, Bergamot, Lemon, and Tarragon",Nutmeg and Water Lily,"Tobacco, Sandalwood, Cedar, Vetiver, and Musk.",2600,312,150,120,2,10,250,844,1344
,,94,MIKA BY J.,J.,Farhan,Men,Spring & Summer,Day Time,"Tangerine, Bergamot, Cassia, and Tomato Leaf",Pepper and Rose,Patchouli and Sandalwood,2600,312,150,120,2,10,250,844,1344
,,95,RHYTHM BY J.,J.,Farhan,Men,Spring & Summer,Day Time,"Mandarin Orange, Aquatic Notes, and Orange","Black Pepper, Neroli, and Cedar","Tonka Bean, Vetiver, Amber, and White Musk",2600,312,150,120,2,10,250,844,1344
,,96,SAVASCI BY J.,J.,Hussaini,Men,Winter & Autumn,Evening / Night,Plum and Peach,Coconut and Cinnamon,"Sandalwood, Vanilla, and Musk",2600,312,150,120,2,10,250,844,1344
,,97,JAGUAR CLASSIC GOLD BY JAGUAR,JAGUAR,Hussaini,Men,All Seasons,DAY & NIGHT,"Apple, Bergamot, and Lime",Orange Blossom and Teak Wood,"Vanilla, Patchouli, and Musk",2600,312,150,120,2,10,250,844,1344
,,98,KASHMIRI OUD,,Farhan,Unisex,Winter & Autumn,Evening / Night,"Saffron, Bergamot, and Lavender","Rose, Agarwood (Oud), and Cardamom","Sandalwood, Patchouli, Amber, and Musk",2600,312,150,120,2,10,250,844,1344
,,99,OMBRE NOMADE BY LOUIS VUITTON,LOUIS VUITTON,Sensula,Unisex,Winter & Autumn,Evening / Night,"Main Notes: Agarwood (Oud), Rose, Incense, and Raspberry","Supporting Notes: Saffron, Amberwood, Birch, Benzoin, and Geranium",,2600,312,150,120,2,10,250,844,1344
,,100,OUD MALAKI BY CHOPARD,CHOPARD,Sensula,Men,Winter & Autumn,Evening / Night,"Grapefruit, Lavender, and Artemisia","Tobacco, Spices, and Leather","Agarwood (Oud), Ambergris, and Dark Woody Notes",2600,312,150,120,2,10,250,844,1344
,,101,ROMANCE BY RASASI,RASASI,Farhan,Women,Spring & Summer,Day Time,"Hyacinth, Ylang-Ylang, Galbanum, Raspberry, Peach, and Apricot",Jasmine and Rose,"Powdery Notes, Sandalwood, Musk, Amber, and Cedar",2600,312,150,120,2,10,250,844,1344
,,102,SADAF BY RASASI,RASASI,Hussaini,Unisex,Winter & Autumn,Evening / Night,Oriental Spices,Amber and Taif Rose,Oud (Agarwood) and Sandalwood,2600,312,150,120,2,10,250,844,1344
,,103,SAUVAGE ELIXIR BY DIOR,DIOR,Farhan,Men,Winter & Autumn,Evening / Night,"Cinnamon, Nutmeg, Cardamom, and Grapefruit",Lavender ,"Licorice, Sandalwood, Amber, Patchouli, and Haitian Vetiver",2600,312,150,120,2,10,250,844,1344
,,104,SI PARFUM BY ARMANI,GIORGIO ARMANI,Farhan,Women,"Spring, Winter &  Autumn",DAY & NIGHT,Blackcurrant Nectar and Sicilian Bergamot,"May Rose (Rose de Mai), Freesia, and Egyptian Jasmine","Patchouli, Vanilla, Ambroxan, and Blond Woods",2600,312,150,120,2,10,250,844,1344
,,105,ULTRA MALE BY JEAN PAUL GAULTIER,J.P.G,Sensula,Men,Winter & Autumn,Evening / Night,"Pear, Lavender, Mint, Bergamot, and Lemon","Cinnamon, Clary Sage, and Caraway","Black Vanilla Husk, Amber, Patchouli, and Cedar",2600,312,150,120,2,10,250,844,1344
,,106,BRUT,,Farhan,Men,All Seasons,DAY & NIGHT,"Lavender, Anise, Bergamot, Basil, Lemon","Geranium, Ylang-Ylang, Jasmine","Oakmoss, Patchouli, Vanilla, Sandalwood, Tonka Bean",2550,306,150,120,2,10,250,838,1338
,,107,KHAMRAH BY LATTAFA, LATTAFA,Sensula,Unisex,Winter & Autumn,Evening / Night,"Cinnamon, Nutmeg, and Bergamot","Praline, Tuberose, and Mahonial","Vanilla, Tonka Bean, Amberwood, Benzoin, and Myrrh",2550,306,150,120,2,10,250,838,1338
,,108,MADAWI BY ARABIAN OUD,ARABIAN OUD,Sensula,Unisex,All Seasons,Evening / Night,Peach and Apple Blossom,Pineapple Blossom,"Wild Rose, Musk, and Patchouli",2550,306,150,120,2,10,250,838,1338
,,109,MERCEDES BENZ BY MERCEDES BENZ,MERCEDES BENZ,Sensula,,,,,,,2550,306,150,120,2,10,250,838,1338
,,110,BLACK OPIUM BY YVES SAINT LAURENT,YVES SAINT LAURENT,TRS Chem,Women,Winter &  Autumn,Evening / Night,"Pear, Pink Pepper, Orange Blossom","Black Coffee, Jasmine, Bitter Almond, Licorice","Vanilla, Patchouli, Cashmere Wood, Cedar",2500,300,150,120,2,10,250,832,1332
,,111,EROS BY VERSACE ,VERSACE ,Farhan,Men,All Seasons,Evening / Night,"Mint, Green Apple, and Italian Lemon","Tonka Bean, Ambroxan, and Geranium","Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver, and Oakmoss",2500,300,150,120,2,10,250,832,1332
,,112,JANAN PLATINIUM BY J.,J.,Hussaini,Men,All Seasons,DAY & NIGHT,"Bergamot, Petitgrain, and Ginger","Aromatic Tea, Geranium, and Incense","Guaiac Wood, Ambroxan, and Musk",2500,300,150,120,2,10,250,832,1332
,,113,RULER BY J.,J.,Hussaini,Men,All Seasons,DAY & NIGHT,"Violet Leaves, Cardamom, and Pink Pepper","Rose, Lavender, and Lily of the Valley","Amber, Cedarwood, Musk, and Vanilla",2500,300,150,120,2,10,250,832,1332
,,114,JAGUAR CLASSIC GOLD BY JAGUAR,JAGUAR,Hussaini,Men,All Seasons,DAY & NIGHT,"Apple, Bergamot, and Lime",Orange Blossom and Teak Wood,"Vanilla, Patchouli, and Musk",2500,300,150,120,2,10,250,832,1332
,,115,OPIUM BLACK BY YVES SAINT LAURENT,YVES SAINT LAURENT,Hussaini,Women,Winter & Autumn,Evening / Night,"Pear, Pink Pepper, and Orange Blossom","Coffee, Jasmine, Bitter Almond, and Licorice","Vanilla, Patchouli, Cashmere Wood, and Cedar",2500,300,150,120,2,10,250,832,1332
,,116,ROYAL MARRIAGE BY BN PERFUMES,BN PERFUMES,Hussaini,,,,,,,2500,300,150,120,2,10,250,832,1332
,,117,SHAMAMA TUL AMBER ,,Sensula,Unisex,Winter & Autumn,Evening / Night,"Spicy Saffron, Herbal Accords, and Cardamom","Exotic Rose, Sweet Jasmine, and Rich Amber","Musk, Sandalwood, Agarwood (Oud), and Patchouli",2500,300,150,120,2,10,250,832,1332
,,118,ZAM ZAM,,Hussaini,,,,,,,2500,300,150,120,2,10,250,832,1332
,,119,BLACK COFFEE,,Hussaini,,,,,,,2400,288,150,120,2,10,250,820,1320
,,120,BRIGHT CRYSTAL BY VERSACE,VERSACE,TRS Chem,Women,Spring & Summer,Day Time,"Yuzu (Japanese Citrus), Pomegranate, Ice","Peony, Lotus, Magnolia","Musk, Mahogany, Amber",2400,288,150,120,2,10,250,820,1320
,,121,BURBERRY ELEMENT BY BURBERRY,BURBERRY,Farhan,Men,Spring & Summer,Day Time,Green Almond,Juniper Essence,"Mineral Notes, Ambergris, Oakmoss",2400,288,150,120,2,10,250,820,1320
,,122,CHARLI RED,,Hussaini,,,,,,,2400,288,150,120,2,10,250,820,1320
,,123,DESIRE BLACK BY ALFRED DUNHILL,DUNHILL,Sensula,Men,Winter & Autumn,Evening / Night,"Black Pepper, Bergamot, and Grapefruit","Saffron, Cypress, and Rose","Agarwood (Oud), Amber, Vetiver, and Oakmoss",2400,288,150,120,2,10,250,820,1320
,,124,DEVOTION POUR HOMME BY DOLCE & GABBANA,D&G,Hussaini,Men,"Spring, Winter &  Autumn",DAY & NIGHT,Italian Lemon,Coffee Accord,Patchouli,2400,288,150,120,2,10,250,820,1320
,,125,GOOD GIRL BY CAROLINA HARARE,CAROLINA HARARE,Hussaini,Women,Winter & Autumn,Evening / Night,"Almond, Coffee, Bergamot, and Lemon","Tuberose, Jasmine Sambac, Orris, Orange Blossom, and Bulgarian Rose","Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Musk, Cashmere Wood, Cinnamon, Patchouli, and Cedar",2400,288,150,120,2,10,250,820,1320
,,126,IMPERIAL OUD BY J.,J.,Hussaini,Men,Winter & Autumn,Evening / Night,Spicy and Warm Citrus Accords,"Vanilla, Leather, Amber, and Labdanum","Oud, White Musk, Patchouli, and Sandalwood",2400,288,150,120,2,10,250,820,1320
,,127,JANAN ORIGINAL BY J.,J.,Hussaini,Men,All Seasons,Day Time,"Bergamot, Blackberry, Red Apple, and Pineapple","Jasmine, Rose, and Birch","Leather, Oakmoss, and Musk",2400,288,150,120,2,10,250,820,1320
,,128,OUD QADEEM BY J.,J.,Farhan,Men,Winter & Autumn,Evening / Night,Saffron and Spicy Notes,Egyptian Balsam and Woody Notes,Agarwood (Oud) and Deep Woods,2400,288,150,120,2,10,250,820,1320
,,129,J'ADORE BY DIOR,DIOR,TRS Chem,Women,All Seasons,DAY & NIGHT,"Pear, Melon, Magnolia, Peach, Mandarin, and Bergamot","Jasmine, Lily of the Valley, Tuberose, Freesia, Rose, Orchid, and Plum","Musk, Vanilla, Blackberry, and Cedar",2400,288,150,120,2,10,250,820,1320
,,130,JAGUAR CLASSIC SILVER BY JAGUAR,JAGUAR,Hussaini,Men,Spring & Summer,Day Time,"Star Anise, Juniper Berries, Orange, Bergamot, Mandarin, and Basil","Ginger, Lotus, and Orange Blossom","White Musk, Sandalwood, and Benzoin",2400,288,150,120,2,10,250,820,1320
,,131,KIRKE BY TIZIANA TERENZI,,Sensula,Unisex,All Seasons,DAY & NIGHT,"Passionfruit, Peach, Pear, Raspberry, Cassis (Blackcurrant), and Sand",Lily-of-the-Valley,"Musk, Vanilla, Sandalwood, Patchouli, and Heliotrope",2400,288,150,120,2,10,250,820,1320
,,132,LAFAYETTE STREET BY BOND NO-9,BOND NO-9,Sensula,Unisex,All Seasons,DAY & NIGHT,"Bergamot, Coriander, and Fresh Floral Accords","Apple, Ambroxan, and Vanilla","Tonka Bean, Ambergris, and Woodsy Notes",2400,288,150,120,2,10,250,820,1320
,,133,SANTAL 33 BY LE LABO - PRM ,LE LABO,Hussaini,Unisex,All Seasons,DAY & NIGHT,"Cardamom, Iris, and Violet","Australian Sandalwood, Papyrus, and Cedarwood","Leather, Amber, and Musk",2400,288,150,120,2,10,250,820,1320
,,134,TUSCAN LEATHER BY TOM FORD ,TOM FORD,Hussaini,Unisex,Winter & Autumn,Evening / Night,"Raspberry, Saffron, and Thyme",Olibanum (Frankincense) and Night-Blooming Jasmine,"Leather, Black Suede, Woody Notes, and Amber",2400,288,150,120,2,10,250,820,1320
,,135,GUCCI GUILTY WOMEN,GUCCI,TRS Chem,,,,,,,2320,278.4,150,120,2,10,250,810.4,1310.4
,,136,212 MEN NYC BY CAROLINA HARARE,CAROLINA HARARE,Hussaini,Men,Spring & Summer,Day Time,"Green Notes, Grapefruit, Spices, Bergamot, Lavender, Petitgrain","Ginger, Gardenia, Violet, Sage","Musk, Sandalwood, Incense, Vetiver, Guaiac Wood",2300,276,150,120,2,10,250,808,1308
,,137,ARMANI MANIA POUR HOMME BY ARMANI,GIORGIO ARMANI,Farhan,Men,Spring & Summer,Day Time,"Mandarin Orange, Saffron, and Citrus Leaves","Cedar and Vetiver (giving it a dry, woody feel)",Musk and Amber,2300,276,150,120,2,10,250,808,1308
,,138,AVENTUS BY CREED,CREED,Sensula,Men,All Seasons,DAY & NIGHT,"Pineapple, Bergamot, Black Currant, Apple","Birch (Smoky), Patchouli, Moroccan Jasmine, Rose","Musk, Oakmoss, Ambergris, Vanilla",2300,276,150,120,2,10,250,808,1308
,,139,LIBRE BY YVES SAINT LAURENT,YVES SAINT LAURENT,Hussaini,Women,All Seasons,DAY & NIGHT,"French Lavender, Mandarin Orange, Black Currant, and Petitgrain","Moroccan Orange Blossom, Lavender, and Jasmine","Madagascar Vanilla, Musk, Cedar, and Ambergris",2300,276,150,120,2,10,250,808,1308
,,140,POISON RED,,Hussaini,Women,Winter & Autumn,Evening / Night,,,,2300,276,150,120,2,10,250,808,1308
,,141,PURE BLACK,,Farhan,Men,Winter & Autumn,Evening / Night,"Sandlewood, Lavender, and Citrus","Nutmeg, Coriander, and Juniper","Leather, Patchouli, and Amber",2300,276,150,120,2,10,250,808,1308
,,142,WHITE BY LACOSTE,LACOSTE,TRS Chem,Men,Spring & Summer (High),Day Time,"Grapefruit, Rosemary, and Cardamom",Ylang-Ylang and Tuberose,"Suede, Virginia Cedar, Leather, and Vetiver",2260,271.2,150,120,2,10,250,803.2,1303.2
,,143,POLO SPORTS BY RALPH LAUREN, RALPH LAUREN,Farhan,Men,Spring & Summer,Day Time,"Mint, Aldehydes, Lavender, Bergamot, Mandarin Orange, and Lemon","Seagrass, Ginger, Jasmine, Geranium, and Cyclamen","Musk, Sandalwood, Cedar, Guaiac Wood, and Amber",2250,270,150,120,2,10,250,802,1302
,,144,ALLURE HOMME SPORTS BY CHANEL,CHANEL,Hussaini,Unisex,Spring & Summer (Heat & Humid),Day Time,"Orange, Sea Notes, Aldehydes, Blood Mandarin","Pepper, Neroli and Cedar","Tonka Bean, Vanila, White Musk, Amber, Vetiver and Elemi Resin",2200,264,150,120,2,10,250,796,1296
,,145,BLACK CODE BY ARMANI ,GIORGIO ARMANI,Hussaini,Men,Winter & Autumn,Evening / Night,Lemon & Bergamot,"Star Anise, Olive Blossom, Guaiac Wood","Leather, Tobacco, Tonka Bean",2200,264,150,120,2,10,250,796,1296
,,146,ETERNITY NO 1 (Inspired By cK),CALVIN KLEIN,Hussaini,Men,All Seasons,Day Time,"Lavender, Lemon, and Bergamot","Sage, Juniper Berries, and Basil","Sandalwood, Rosewood, and Amber",2200,264,150,120,2,10,250,796,1296
,,147,FENDI LIFE BY FENDI,FENDI,Hussaini,Unisex,Spring & Summer,Day Time,"Lemon, Bergamot, Cardamom, Coriander, and Mandarin Orange","Cypress, West Indian Bay, Geranium, and Jasmine","Sandalwood, Cedar, and Oakmoss",2200,264,150,120,2,10,250,796,1296
,,148,GUCCI INTENSE OUD (BY GUCCI),GUCCI,Farhan,Unisex,Winter & Autumn,Evening / Night,,,,2200,264,150,120,2,10,250,796,1296
,,149,HUGO DARK BLUE BY HUGO BOSS,HOGO BOSS,Farhan,Men,"Spring, Winter &  Autumn",Evening / Night,"Ginger, Lime, Grapefruit, Orange, and Lemon","Cypress, Geranium, Sage, Mahogany, and Cardamom","Vanilla, Cedar, Benzoin, Vetiver, and Patchouli",2200,264,150,120,2,10,250,796,1296
,,150,EXCLUSIVE BY J.,J.,Hussaini,Men,All Seasons,DAY & NIGHT,Citrus and Lavender,Patchouli and Woody Accords,"Vanilla, Amber, and Musk",2200,264,150,120,2,10,250,796,1296
,,151,INSPIRE BY J.,J.,Hussaini,Women,Spring & Summer,Day Time,Fruity Accords (Peach and Red Berries),"Jasmine, Peony, and Rose",Musk and Light Woods,2200,264,150,120,2,10,250,796,1296
,,152,SPARK BY J.,J.,Hussaini,Men,Spring & Summer,Day Time,"Grapefruit, Rosemary, Cardamom, and Cedar Needles",Ylang-Ylang and Tuberose,"Virginia Cedar, Leather, Suede, and Vetiver",2200,264,150,120,2,10,250,796,1296
,,153,VOCAL BY J.,J.,Hussaini,Men,All Seasons,DAY & NIGHT,"Bergamot, Blackcurrant, Apple, and Mandarin","Marine Notes, Lavender, Jasmine, Geranium, and Freesia","Sandalwood, Vetiver, Patchouli, Leather, and Ambergris",2200,264,150,120,2,10,250,796,1296
,,154,ZARAR GOLD BY J.,J.,Hussaini,,,,,,,2200,264,150,120,2,10,250,796,1296
,,155,NOIR BY TOM FORD ,TOM FORD ,Hussaini,Men,Winter & Autumn,Evening / Night,"Violet, Pink Pepper, Caraway, Bergamot, and Verbena","Tuscan Iris, Bulgarian Rose, Black Pepper, Nutmeg, and Clary Sage","Indonesian Patchouli, Amber, Vanilla, Leather, Civet, and Benzoin",2200,264,150,120,2,10,250,796,1296
,,156,OFFICE FOR MEN BY JEREMY FRAGRANCE,JEREMY FRAGRANCE,Hussaini,Men,All Seasons,Day Time,"Ambroxan, Bergamot, and Orris Root","Woody Notes, Floral Notes, Ambergris, Jasmine, and Amber","Woody Notes, Musk, Patchouli, and Cashalox",2200,264,150,120,2,10,250,796,1296
,,157,POEME BY LANCOME,LANCOME,Farhan,Women,Spring & Winter,DAY & NIGHT,Himalayan Blue Poppy,"Mimosa, Narcissus, Orange Blossom, and Freesia","Vanilla, Datura, and Leather",2200,264,150,120,2,10,250,796,1296
,,158,RAIN DROP'S BY AJMAL,AJMAL,Hussaini,Women,Spring & Summer,Day Time,Fruity and Floral Notes,Floral Notes (Jasmine and Rose),Woodsy Notes and Ambergris,2200,264,150,120,2,10,250,796,1296
,,159,ROMANCE CL MEN BY CREATION LAMIS, CREATION LAMIS,Hussaini,Men,Spring & Summer,Day Time,"Orange, Ginger, Lavender, and Ginseng","Cardamom, Basil, Saffron, and Lily","Pine Tree, Oakmoss, Vetiver, and Musk",2200,264,150,120,2,10,250,796,1296
,,160,ROSE MARRY,,Hussaini,Unisex,Winter & Autumn,Evening / Night,Bergamot and Citrus,"Rose, Violet, and Patchouli","Oud, Amber, and Musk",2200,264,150,120,2,10,250,796,1296
,,161,SAFARI BY RALPH LAUREN,RALPH LAUREN,Hussaini,Men,"Spring, Winter &  Autumn",DAY & NIGHT,"Lavender, Bergamot, Aldehydes, Coriander, Artemisia, and Lemon","Carnation, Cinnamon, Tarragon, Rose, and Jasmine","Leather, Oakmoss, Sandalwood, Patchouli, and Cedar",2200,264,150,120,2,10,250,796,1296
,,162,THE ONE BY DOLCE & GABBANA (D&G),D&G,Hussaini,Men,Winter & Autumn,Evening / Night,"Coriander, Basil, and Grapefruit","Ginger, Orange Blossom, and Cardamom","Amber, Tobacco, and Cedar",2200,264,150,120,2,10,250,796,1296
,,163,UDV BY URLIC DE VARENS,URLIC DE VARENS,Hussaini,Men,Spring & Summer,Day Time,"Lemon, Tangerine, Mint, Sage, and Artemisia","Rosemary, Galbanum, and Vetiver","Jasmine, Patchouli, Oakmoss, and Musk",2200,264,150,120,2,10,250,796,1296
,,164,LIGHT BLUE BY D&G (BY DOLCE & GABBANA),D&G,Sensula,Women,Spring & Summer,Day Time,"Sicilian Lemon, Apple, Cedar, and Bellflower","Bamboo, Jasmine, and White Rose","Cedar, Musk, and Amber",2160,259.2,150,120,2,10,250,791.2,1291.2
,,165,BMW,,Sensula,Men,All Seasons,DAY & NIGHT,"Bergamot, Cardamom, Lemon","Ginger, Lavender, Sage","Leather, Cedarwood, Sandalwood",2150,258,150,120,2,10,250,790,1290
,,166,BLACK ORCHID BY TOM FORD,TOM FORD,Sensula,Unisex,Winter & Autumn,Evening / Night,"Truffle, Gardenia, Black Currant, Ylang-Ylang, Jasmine, Bergamot, Mandarin Orange","Orchid, Spices, Gardenia, Fruity Notes, Lotus","Mexican Chocolate, Patchouli, Vanille, Incense, Amber, Sandalwood, White Musk",2100,252,150,120,2,10,250,784,1284
,,167,ISSEY MIYAKE BY ISSEY MIYAKE,ISSEY MIYAKE,Sensula,,,,,,,2100,252,150,120,2,10,250,784,1284
,,168,MUKHALLAT BY SWISS ARABIAN,SWISS ARABIAN,Sensula,,,,,,,2100,252,150,120,2,10,250,784,1284
,,169,POPPY & BARLEY BY JO MALONE LONDON,JO MALONE,Sensula,Unisex,Spring & Summer,Day Time,"Blackcurrant, Violet, and Fig","Poppy, Powder Accord, and Rose","Barley, Bran, and White Musk",2100,252,150,120,2,10,250,784,1284
,,170,SILVER MUSK BY NASOMATTO,NASOMATTO,Farhan,Unisex,All Seasons,Day Time,"Bergamot, Lemon, and Thyme",Lily of the Valley and Neroli,"Guaiac Wood, Leather, Sandalwood, and a blend of ""Clean"" Musks",2100,252,150,120,2,10,250,784,1284
,,171,SHEIKH AL SHUYUKH BY LATTAFA,LATTAFA,Sensula,Unisex,Spring & Summer,Day Time,Agarwood (Oud) and Cedar,"Sage, Lavender, and Rosemary",Vetiver and Patchouli,2090,250.8,150,120,2,10,250,782.8,1282.8
,,172,AL THAIR BY PERFUMES DE MARLY,PERFUMES DE MARLY,Sensula,Unisex,Winter & Autumn,Evening / Night,"Cinnamon, Cardamom, Orange Blossom and Bergamot",Bourbon Vanilla and Elemi Resin,"Praline, Musk, Ambroxan, Guaiac Wood and Tonka Bean",2080,249.6,150,120,2,10,250,781.6,1281.6
,,173,COCO MADEMOISELLE BY CHANEL,CHANEL,Sensula,Women,All Seasons,DAY & NIGHT,"Orange, Mandarin Orange, Bergamot, and Orange Blossom","Turkish Rose, Jasmine, Mimosa, and Ylang-Ylang","Patchouli, White Musk, Vanilla, Vetiver, Tonka Bean, and Opoponax",2080,249.6,150,120,2,10,250,781.6,1281.6
,,174,ROYAL BLUE BY RASASI,RASASI,Sensula,Men,Spring & Summer,Day Time,"Sea Notes, Melon, Bergamot, and Galbanum","Lavender, Violet, Jasmine, and Rose","Musk, Sandalwood, Cedar, Patchouli, and Amber",2080,249.6,150,120,2,10,250,781.6,1281.6
,,175,BURBERRY HER BY BURBERRY,BURBERRY,Sensula,Women,Spring & Summer,Day Time,"Strawberry, Raspberry, Blackberry, Sour Cherry, Black Currant",Violet and Jasmine,"Musk, Amber, Cashmeran, Oakmoss",2050,246,150,120,2,10,250,778,1278
,,176,SHALIS BLUE BY REMY MARQUIS,REMY MARQUIS,Farhan,Men,All Seasons,Day Time,"Grapefruit, Apple, and Mandarin Orange",Lavender and Basil,"Sandalwood, Nutmeg, and Oakmoss",2050,246,150,120,2,10,250,778,1278
,,177,1 MILLION BY PACO RABANNE,PACO RABANNE,Farhan,Men,Winter & Autumn,Evening / Night,"Blood Mandarin, Grapefruit. Mint","Cinnamon, Spicy, Rose","Amber, Leather, Woody, Indian Patchouli",2000,240,150,120,2,10,250,772,1272
,,178,1881 SILVER NIGHT BY CURRAITI,CURRAITI,Hussaini,Men,Winter & Autumn,Night,"Yuzu(Japanese Citrus), Black Pepper","Rosemary, Jasmine","Oak Wood (Upcycled), Vetiver, Labdanum",2000,240,150,120,2,10,250,772,1272
,,179,AFSHAN BY RASASI,RASASI,Hussaini,Unisex,Spring & Slightly Cooler,DAY & NIGHT,"Floral Notes, Green Notes & Saffron","Ylang-Ylang, Rose, Spicy Notes","Amber, Musk, Cedar & Woody Notes",2000,240,150,120,2,10,250,772,1272
,,180,AMEER AL OUD BY RASASI,RASASI,Sensula,Unisex,"Winter, Autumn, Summer",Evening / Night,Agarwood (Oud) and Woody Notes,Vanilla and Sugar,"Agarwood (Oud), Sandalwood and Herbal Notes",2000,240,150,120,2,10,250,772,1272
,,181,AZZARO ACTEUR BY AZZARO,AZZARO,Hussaini,Men,Spring & Autumn,Evening / Night,"Fruity Notes, Nutmeg Flower (Mace), Bergamot, Cardamom","Rose, Carnation, Patchouli, Vetiver, Cedar, Jasmine","Leather, Oakmoss, Amber, Musk",2000,240,150,120,2,10,250,772,1272
,,182,BLUE JEANS BY VERSACE LIFESTYLE,VERSACE LIFESTYLE,Hussaini,Men,Spring & Summer,Day Time,"Citrus (Bergamot/Lemon), Juniper, Anise, Basil","Lavender, Rose, Carnation, Jasmine, Sage","Vanilla, Tonka Bean, Sandalwood, Iris, Musk",2000,240,150,120,2,10,250,772,1272
,,183,BOSS ORANGE BY HUGO BOSS,HUGO BOSS,Hussaini,Women,Spring & Summer,Day Time,Red Apple and Bergamot,White Flowers and African Orange Flower,"Vanilla, Sandalwood, and Olive Tree.",2000,240,150,120,2,10,250,772,1272
,,184,DRAKKAR NOIR BY GUY LAROCHE,GUY LAROCHE,Farhan,Men,Winter & Autumn,Evening / Night,"Rosemary, Artemisia, Lavender, Basil, Lemon Verbena, Bergamot, and Lemon","Coriander, Carnation, Cinnamon, Juniper, and Jasmine","Leather, Sandalwood, Fir, Amber, Patchouli, Oakmoss, Vetiver, and Cedar",2000,240,150,120,2,10,250,772,1272
,,185,FOREVER RED BY BATH & BODY WORKS,BATH & BODY WORKS,Hussaini,Women,Winter & Autumn,Evening / Night,"Pomegranate, Peach, and Apple","Red Peony, Osmanthus, and Marigold","Vanilla Rum, Marshmallow, and Oak",2000,240,150,120,2,10,250,772,1272
,,186,GHILAF-E-KAABA BY AL REHAB,AL REHAB,Hussaini,Unisex,All Seasons,DAY & NIGHT,Black Musk and Rose,Saffron and Amber,Pure Dehn al Oud and Sandalwood,2000,240,150,120,2,10,250,772,1272
,,187,GUCCI BAMBOO BY GUCCI,GUCCI,Hussaini,Women,Spring & Summer,Day Time,Bergamot,"Casablanca Lily, Ylang-Ylang, and Orange Blossom","Sandalwood, Tahitian Vanilla, and Amber",2000,240,150,120,2,10,250,772,1272
,,188,GUCCI GUILTY MEN,GUCCI,Hussaini,,,,,,,2000,240,150,120,2,10,250,772,1272
,,189,HAWAS ICE BY RASASI,RASASI,Hussaini,Men,Spring & Summer,Day Time,"Frozen Apple, Italian Bergamot, Sicilian Lemon, and Star Anise","Plum, Orange Blossom, and Cardamom","Ambergris, Musk, Driftwood, and Patchouli",2000,240,150,120,2,10,250,772,1272
,,190,HIJR-E-ASWAD BY INSAR OUD,INSAR OUD,Farhan,Unisex,Winter & Autumn,Evening / Night,"Saffron, Amber, and Smoky Incense","Agarwood (Oud), Taif Rose, and Jasmine","Musk, Sandalwood, and Resins",2000,240,150,120,2,10,250,772,1272
,,191,HOGO BOSS,HOGO BOSS,Hussaini,,,,,,,2000,240,150,120,2,10,250,772,1272
,,192,HUGO ENERGISE MEN BY HUGO BOSS,HOGO BOSS,Hussaini,Men,Spring & Summer,Day Time,"Pink Pepper, Mandarin Orange, Kumquat, Mint, and Pineapple","Jasmine, Nutmeg, Juniper, and Freesia","Leather, Teak Wood, and Vanilla",2000,240,150,120,2,10,250,772,1272
,,193,INVICTUS BY PACCO RABANNE,PACCO RABANNE,Sensula,Men,Spring & Summer,Day Time,"Sea Notes, Grapefruit, and Mandarin Orange",Bay Leaf and Jasmine,"Ambergris, Guaiac Wood, Oakmoss, and Patchouli",2000,240,150,120,2,10,250,772,1272
,,194,EMERALD BY J.,J.,Hussaini,Women,All Seasons,Day Time,Sour Cherry and Fruity Notes,"Marshmallow, Almond, and Sweet Notes",Woody Notes and Sandalwood,2000,240,150,120,2,10,250,772,1272
,,195,ESSENCE FOR HER BY J.,J.,Hussaini,Women,All Seasons,Day Time,Freesia and Peony,Rose and Lily of the Valley,"Sandalwood, Amber, and Musk",2000,240,150,120,2,10,250,772,1272
,,196,SAFEER BY J.,J.,Hussaini,Men,Winter & Autumn,Evening / Night,"Vibrant yet elegant, Floral & Fruity",honey and woody,Musk and Amber,2000,240,150,120,2,10,250,772,1272
,,197,SHAHEER BY J.,J.,Hussaini,Men,All Seasons,DAY & NIGHT,"Fresh Citrus, Bergamot, and Fruity Accords","Lavender, Geranium, and Warm Spices","Cedarwood, Oakmoss, Amber, and Musk",2000,240,150,120,2,10,250,772,1272
