,,,,,,,,,,,,,,,,,,,,
,,Final Perfumes Prices and Category List,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Sr. #,Perfume Oil,Brand,Supplier,Category,Season,Time,Notes Details,,,Price of 100 Gram Oil,"Attar Price 
(1 Tola)","Box Price 
(1 Tola)","Bottle Price
(1 Tola)",PrintingCost,Flyer Cost,Delivery Charges,"Total Cost 
(1 Tola)",Selling Price
,,,,,,,,,Top Note,Heart Note,Base Notes,,,,,,,,,
,,198,VOYAGER BY J.,J.,Hussaini,Men,Spring & Summer,Day Time,"Violet Leaves, Plum, Pineapple, Melon, Blackcurrant, Grapefruit, Lemon, and Bergamot Lime","Lavender, Jasmine, Iris, and Lily of the Valley","Cedarwood, Sandalwood, Tonka Bean, Amber, and White Musk",2000,240,150,120,2,10,250,772,1272
,,199,WASIM AKRAM 502 BY J.,J.,Hussaini,Men,All Seasons,DAY & NIGHT,"Cardamom, Red Apple, and Sweet Orange","Juniper Berries, Lavender, and Clary Sage","Patchouli, Oakmoss, Amber, and New Ambertonic",2000,240,150,120,2,10,250,772,1272
,,200,JACOMO BY JACOMO PARIS,JACOMO,Farhan,Men,Winter & Autumn,Evening / Night,"Galbanum, Lavender, Basil, Rosemary, and Cardamom","Clove, Cinnamon, Cumin, Geranium, and Iris","Patchouli, Oakmoss, Leather, Amber, and Cedar",2000,240,150,120,2,10,250,772,1272
,,201,JANAT-UL-FIRDOUS,,Hussaini,Unisex,All Seasons,Day Time,"Basil, Bergamot, Lemon, and Fresh Green Accords","Jasmine, Geranium, Iris, and Clove","Sandalwood, Musk, Oakmoss, and Patchouli",2000,240,150,120,2,10,250,772,1272
,,202,JASMINE BY MONTALE PARIS,MONTALE,Farhan,Unisex,Spring & Summer,Evening / Night,"Jasmine, Honeysuckle, and Orange Blossom",,,2000,240,150,120,2,10,250,772,1272
,,203,LEGEND BY MONTBLANC,MONTBLANC,Hussaini,Men,All Seasons,Day Time,"Lavender, Bergamot, Pineapple Leaf, and Verbena","Oakmoss (Evernyl), Coumarin, Geranium, Rose, and Red Apple",Sandalwood and Tonka Bean,2000,240,150,120,2,10,250,772,1272
,,204,MEN IN BLACK BY BVLGARI,BVLGARI,Hussaini,Men,Winter & Autumn,Evening / Night,"Natural Rum, Tobacco, and Vibrant Spices","Leather, Iris Absolute, and Tuberose","Guaiac Wood, Benzoin, and Tonka Bean",2000,240,150,120,2,10,250,772,1272
,,205,OLYMPIA WOMEN BY PACCO RABANNE,PACCO RABANNE,Sensula,Women,All Seasons,DAY & NIGHT,"Water Jasmine, Green Mandarin, and Ginger Flower",Vanilla and Salt,"Ambergris, Cashmere Wood, and Sandalwood",2000,240,150,120,2,10,250,772,1272
,,206,POISON COBRA BY JEANNE ARTHES,JEANNE ARTHES,Hussaini,Women,Winter & Autumn,Evening / Night,"Aldehydes, Orange, Tangerine, and Tagetes","Tuberose, Spices, Jasmine, Orange Blossom, and Red Berries","Sandalwood, Vanilla, Musk, Vetiver, and Cedar",2000,240,150,120,2,10,250,772,1272
,,207,SO SEXY BY VICTORIA SECRET,VICTORIA SECRET,Sensula,Women,All Seasons,Day Time,Fruity Accords (Crisp Apple and Bergamot),Whipped Cream (Chantilly Cream),Vanilla and Soft Woods,2000,240,150,120,2,10,250,772,1272
,,208,TAIBA BY SAEED GHANI,SAEED GHANI,Hussaini,Unisex,All Seasons,Evening / Night,Rose and Jasmine,Sandalwood and Woody Notes,"Musk, Rose, and Agarwood (Oud)",2000,240,150,120,2,10,250,772,1272
,,209,WHITE GOLD BY LATAFFA,LATAFFA,Hussaini,Unisex,Spring & Summer,Day Time,Bergamot and Orange Blossom,"Lavender, Nutmeg, Pink Pepper, and Geranium","Agarwood (Oud), Vetiver, and Tonka Bean",2000,240,150,120,2,10,250,772,1272
,,210,WISAL BY AJMAL,AJMAL,Sensula,Unisex,All Seasons,DAY & NIGHT,Fresh Floral (Rose),Spicy Floral (Saffron and Geranium),Musky Woody (Sandalwood and Musk),2000,240,150,120,2,10,250,772,1272
,,211,AMBER VANILLA BY LAURA MERCIER,LAURA MERCIER,Sensula,Unisex,Winter & Autumn,DAY & NIGHT,Orchid and Papaya,Heliotrope and Apricot,"Vanilla, Brown Sugar, Amber and Sandalwood",1960,235.2,150,120,2,10,250,767.2,1267.2
,,212,DIRHAM BY ARD AL ZAFRAN,ARD AL ZAFRAN,Sensula,Unisex,Spring & Summer,Day Time,"Bergamot, Citrus, and Cardamom","Lavender, Jasmine, and Rose","Sandalwood, Cedar, and Vetiver",1950,234,150,120,2,10,250,766,1266
,,213,SANDALWOOD BY ELIZABETH ARDEN,ELIZABETH ARDEN,Sensula,Men,All Seasons,Day Time,"Lavender, Clary Sage, Lemon, Bergamot, and Petitgrain","Sandalwood, Basil, Cedar, Geranium, Vetiver, and Patchouli","Oakmoss, Opoponax, Amber, Labdanum, Tonka Bean, and Musk",1950,234,150,120,2,10,250,766,1266
,,214,FAWAKEY BY AL REHAB,AL REHAB,Sensula,Unisex,All Seasons,Day Time,Exotic Tropical Fruits and Mango,Strawberry and Citrus,White Musk and Soft Spices,1930,231.6,150,120,2,10,250,763.6,1263.6
,,215,HUGO ENERGISE MEN BY HUGO BOSS,HOGO BOSS,Sensula,Men,Spring & Summer,Day Time,"Pink Pepper, Mandarin Orange, Kumquat, Mint, and Pineapple","Jasmine, Nutmeg, Juniper, and Freesia","Leather, Teak Wood, and Vanilla",1930,231.6,150,120,2,10,250,763.6,1263.6
,,216,ANGEL BY THIERRY MUGLER,THIERRY MUGLER,Farhan,Women,Winter & Autumn,Evening / Night,"Cotton Candy, Coconut, Cassis, Melon, Jasmine, Bergamot & Pineapple","Honey, Red Berries, Blackberry, Plum, Apricot, Peach, Orchid and Rose",,1900,228,150,120,2,10,250,760,1260
,,217,BOSS PURE BY HUGO BOSS,HUGO BOSS,Hussaini,Unisex,Summer (High Heat),Day Time,"Lemon, Mandarin Orange, Fig, Grapefruit",Hyacinth and Lily-of-the-Valley,Massoia Wood,1900,228,150,120,2,10,250,760,1260
,,218,BRUT MUSK,,Hussaini,Men,Winter & Autumn,Evening / Night,Citrus & Spices,Musk & Amber,Woody Notes,1900,228,150,120,2,10,250,760,1260
,,219,BVLGARI AQVA POUR HOMME BY BVLGARI,BVLGARI,Sensula,Men,Summer,Day Time,"Mandarin, Orange, Petitgrain","Seaweed (Posidonia Oceanica), Lavender & Cotton Flower","Virginia Cedar & Patchouli, Amber & Clary Sage",1900,228,150,120,2,10,250,760,1260
,,220,GUCCI FLORA GORGEOUS GARDENIA BY GUCCI,GUCCI,Sensula,Women,Spring & Summer,Day Time,"Pear Blossom, Red Berries, and Italian Mandarin","White Gardenia, Jasmine Sambac, and Frangipani",Brown Sugar and Patchouli,1900,228,150,120,2,10,250,760,1260
,,221,LEGEND BY MONTBLANC,MONTBLANC,Farhan,Men,All Seasons,Day Time,"Lavender, Bergamot, Pineapple Leaf, and Verbena","Oakmoss (Evernyl), Coumarin, Geranium, Rose, and Red Apple",Sandalwood and Tonka Bean,1900,228,150,120,2,10,250,760,1260
,,222,OCEAN DREAM,,Hussaini,Women,Summer,Day Time,Orange Blossom and Marine (Sea) Notes,"Water Lily, Heliotrope, and Jasmine","Musk, Sandalwood, Vanilla, and Cedar",1900,228,150,120,2,10,250,760,1260
,,223,OPEN BY ROGER & GALLET,ROGER & GALLET,Sensula,Men,All Seasons,Day Time,"Amalfi Lemon, Bergamot, and Lavender",Thyme and Sage,"Tobacco, Vetiver, and Patchouli",1900,228,150,120,2,10,250,760,1260
,,224,SKY,,Hussaini,,,,,,,1900,228,150,120,2,10,250,760,1260
,,225,STRONGER WITH YOU BY EMPORIOE ARMANI,EMPORIOE ARMANI,TRS Chem,Men,Winter & Autumn,Evening / Night,"Cardamom, Pink Pepper, Violet Leaf, and Mint","Pineapple, Cinnamon, Melon, Sage, and Lavender","Vanilla, Chestnut, Amberwood, Cedar, and Guaiac Wood",1900,228,150,120,2,10,250,760,1260
,,226,VERSACE BRIGHT CRYSTAL BY VERSACE,VERSACE,Sensula,Women,Spring & Summer,Day Time,"Yuzu (Japanese Citron), Pomegranate, and Ice Accord","Peony, Lotus, and Magnolia","Musk, Mahogany, and Amber",1900,228,150,120,2,10,250,760,1260
,,227,TOBACCO VANILLE BY TOM FORD,TOM FORD,Sensula,Unisex,"Winter, Autumn & Summer",Evening / Night,Tobacco Leaf and Spicy Notes,"Vanilla, Cacao, Tonka Bean, and Tobacco Blossom",Dried Fruits and Woody Notes,1820,218.4,150,120,2,10,250,750.4,1250.4
,,228,212 MEN BY CAROLINA HARARE,CAROLINA HARARE,Hussaini,Men,Spring & Summer,Day Time,"Green Notes, Grapefruit, Spices, Bergamot, Lavender, Petitgrain","Ginger, Gardenia, Violet, Sage","Musk, Sandalwood, Incense, Vetiver, Guaiac Wood",1800,216,150,120,2,10,250,748,1248
,,229,212 SEXY MEN BY CAROLINA HERRERA,CAROLINA HARARE,Hussaini,Men,Winter & Autumn,Evening / Night,"Mandarin Orange, Bergamot, Green Notes","Cardamom, Black Pepper, Floral Notes","Vanilla, Guaiac Wood, Sandalwood, Amber, Musk",1800,216,150,120,2,10,250,748,1248
,,230,212 SEXY WOMEN BY CAROLINA HERRERA,CAROLINA HARARE,Hussaini,Women,Winter & Autumn,Evening / Night,"Pink Pepper, Mandarin Orange, Bergamot","Cotton Candy, Gardenia, Flowers, Pelargonium, Rose","Vanilla, Musk, Sandalwood, Caramel, Patchouli, Violet",1800,216,150,120,2,10,250,748,1248
,,231,ACQUA DI GIO BY GIORGIO ARMANI,GIORGIO ARMANI,Sensula,Men,Spring & Summer,Day Time,"Lime, Lemon, Bergamot, Jasmine, Orange, Mandarin Orange, and Neroli","Sea Notes, Jasmine, Calone, Peach, Freesia, Rosemary, Hyacinth, 
Cyclamen, Coriander, Violet, and Nutmeg","White Musk, Cedar, Oakmoss, Patchouli, and Amber.",1800,216,150,120,2,10,250,748,1248
,,232,AXE,,Hussaini,Men,Spring & Summer,Day Time,"Lavender, Geranium, Citrus","Violet, Earthy Soil notes","Musk, Sandalwood",1800,216,150,120,2,10,250,748,1248
,,233,AXE CHOCLATE,,Hussaini,Men,Winter & Autumn,Evening / Night,"Pear, Ginger, Coriander, Cherry","Dark Chocolate, Red Peppercorn, Sage, Whipped Cream","Amber, Patchouli, Vanilla, Musk",1800,216,150,120,2,10,250,748,1248
,,234,BLUE LADY BY RASASI,RASASI,Farhan,Women,Spring & Winter,Day Time,"Tuberose, Ylang-Ylang, African Orange Flower, Violet Leaf","Jasmine, Plum, Narcissus, Peach","Sandalwood, Vanille, Musk, Amber, Vetyver",1800,216,150,120,2,10,250,748,1248
,,235,BLUE MEN BY RASASI,RASASI,Hussaini,Men,Summer,Day Time,Mint & Spices,Styly: Aromatic & Spicy,,1800,216,150,120,2,10,250,748,1248
,,236,BLUE SEA BY LATTAFA,LATTAFA,Hussaini,Men,Spring & Summer,Day Time,"Sea Water, Grapefruit, Lime","Seaweed, Calone, Rosemary","Ambergris, Musk, Cedar",1800,216,150,120,2,10,250,748,1248
,,237,BOMBSHELL BY VICTORIA SECRET,VICTORIA SECRET,Sensula,Women,Spring & Summer,Day Time,"Passion Fruit, Grapefruit, Pineapple, Tangerine, Big Strawberry","Peony, Vanilla Orchid, Red Berries, Jasmine, Lily-of-the-Valley","Musk, Woody Notes, Oakmoss",1800,216,150,120,2,10,250,748,1248
,,238,CHESTITY BY RASASI,RASASI,Hussaini,Men,Spring & Summer,Day Time,Tangerine & Lime,Pepper,Musk & Patchouli,1800,216,150,120,2,10,250,748,1248
,,239,DAVID BECKHAM,,Hussaini,,,,,,,1800,216,150,120,2,10,250,748,1248
,,240,FOGG BLACK,,Hussaini,,,,,,,1800,216,150,120,2,10,250,748,1248
,,241,GUCCI BLOOM INTENSE BY GUCCI,GUCCI,Farhan,Women,All Seasons,Evening / Night,"Ginger, Pear, and Mandarin Orange","Tuberose, Jasmine Sambac, Rangoon Creeper, and Orange Blosso","Patchouli, Moss, and Coconut",1800,216,150,120,2,10,250,748,1248
,,242,GUCCI ENVY ME BY GUCCI,GUCCI,Hussaini,Women,Spring & Summer,Day Time,"Peony, Pink Pepper, Pineapple, Jasmine, Mango, Peach, and Cassia","Peony, Litchi, Rose, Pomegranate, Musk, White Tea, and Jasmine","Musk, Tobacco, Teak Wood, Sandalwood, and Tonka Bean",1800,216,150,120,2,10,250,748,1248
,,243,HERRERA FOR MEN BY CAROLINA HERRERA,CAROLINA HERRERA,Hussaini,Men,All Seasons,Day Time,"Rosemary, Lavender, Lemon, and Neroli","Cloves, White Pepper, and Geranium","Tobacco, Sandalwood, and Ambergris",1800,216,150,120,2,10,250,748,1248
,,244,HUGO DEEP RED BY HUGO BOSS,HOGO BOSS,Hussaini,Women,Winter & Autumn,Evening / Night,"Blood Orange, Black Currant, Clementine, Pear, and Mandarin Orange","Ginger, Ginger Flower, Tuberose, Freesia, and Hibiscus","Vanilla, Sandalwood, Musk, and California Cedar",1800,216,150,120,2,10,250,748,1248
,,245,J.P.G WOMEN,J.P.G,Hussaini,,,,,,,1800,216,150,120,2,10,250,748,1248
,,246,JANAT-UL-NAEEM,,Hussaini,Unisex,Spring & Summer,Day Time,"Aldehydes, Bergamot, and Jasmine","Carnation, Iris, and Rose",Musk and Vetiver,1800,216,150,120,2,10,250,748,1248
,,247,JOOP JUMP BY JOOP,JOOP,Hussaini,Men,Spring & Summer,Day Time,"Grapefruit, Rosemary, and Caraway",Heliotrope and Coriander,"Frozen Vodka, Tonka Bean, Musk, and Vetiver",1800,216,150,120,2,10,250,748,1248
,,248,OCEAN BLUE BY ESCADA,ESCADA,Hussaini,Women,Summer,Day Time,"Plum, African Orange Flower, and Green Marine Notes","Jasmine, Rose, and Lily-of-the-Valley","Musk, Sandalwood, and Amber",1800,216,150,120,2,10,250,748,1248
,,249,POISON MIDNIGHT BY CHRISTIAN DIOR,DIOR,Hussaini,Women,Winter & Autumn,Evening / Night,Bergamot and Mandarin Orange,Black Rose,"Patchouli, Amber, and French Vanilla",1800,216,150,120,2,10,250,748,1248
,,250,PROPHECY BY PRINCE MATCHABELLI,PRINCE MATCHABELLI,Farhan,Men,All Seasons,Day Time,"Bergamot, Basil, Lemon, Lavender, and Anise","Geranium, Jasmine, and Ylang-Ylang","Sandalwood, Oakmoss, Patchouli, Vetiver, and Tonka Bean",1800,216,150,120,2,10,250,748,1248
,,251,ROMIO BY CREATION LAMIS, CREATION LAMIS,Hussaini,Men,Spring & Summer,Day Time,"Lemon, Bergamot, and Mint",Lavender and Geranium,"Sandalwood, Musk, and Amber",1800,216,150,120,2,10,250,748,1248
,,252,ROYAL BLACK BY RASASI,RASASI,Hussaini,Men,All Seasons,Day Time,Lavender and Geranium,Cedarwood and Cinnamon,"Patchouli, Oakmoss, Amber, and Musk",1800,216,150,120,2,10,250,748,1248
,,253,SILVER MOUNTAIN WATER BY CREED,CREED,Hussaini,Unisex,Spring & Summer,Day Time,"Bergamot, Mandarin Orange, and Neroli","Green Tea, Blackcurrant, and Ozonic Accord","Musk, Sandalwood, Petitgrain, and Galbanum",1800,216,150,120,2,10,250,748,1248
,,254,TOMMY GIRL BY TOMMY HILFIGER,TOMMY HILFIGER,Hussaini,Women,Spring & Summer,Day Time,"Apple Blossom, Camellia, Mandarin Orange, and Blackcurrant","Lemon, Honeysuckle, Rose, Lily, Violet, and Mint","Magnolia, Jasmine, Cedar, Sandalwood, and Leather",1800,216,150,120,2,10,250,748,1248
,,255,VERSACE DYLAN BLUE BY VERSACE,VERSACE,Hussaini,Men,All Seasons,DAY & NIGHT,"Calabrian Bergamot, Water Notes, Grapefruit, and Fig Leaf","Ambroxan, Black Pepper, Patchouli, Violet Leaf, and Papyrus","Incense, Musk, Tonka Bean, and Saffron",1800,216,150,120,2,10,250,748,1248
,,256,GUCCI RUSH FOR WOMEN (BY GUCCI),GUCCI,Sensula,Women,Winter & Autumn,Evening / Night,"Peach, Californian Gardenia, and African Freesia.","Coriander, Damask Rose, and Jasmine.","Patchouli, Natural Vanilla, and Vetiver.",1790,214.8,150,120,2,10,250,746.8,1246.8
,,257,POISON BY CHRISTIAN DIOR,DIOR,Sensula,Women,Winter & Autumn,Evening / Night,"Plum, Wild Berries, Coriander, Anise, and Brazilian Rosewood","Tuberose, Incense, White Honey, Cinnamon, Opoponax, Carnation, Jasmine, and Rose","Vanilla, Amber, Sandalwood, Musk, Heliotrope, and Vetiver",1780,213.6,150,120,2,10,250,745.6,1245.6
,,258,GUCCI RUSH MEN (BY GUCCI),GUCCI,Sensula,Men,Winter & Autumn,Evening / Night,,,,1770,212.4,150,120,2,10,250,744.4,1244.4
,,259,"""K"" BY DOLCE & GABBANA (D&G)",D&G,Sensula,Men,Spring & Summer,Day Time,"Blood Orange, Sicilian Lemon, Juniper Berries, and Citruses","Pimento (Chili Pepper), Clary Sage, Geranium, and Lavender","Cedar, Vetiver, and Patchouli",1750,210,150,120,2,10,250,742,1242
,,260,FENDI BY FENDI,FENDI,Sensula,,,,,,,1750,210,150,120,2,10,250,742,1242
,,261,RUMBA BY TED LAPIDUS,TED LAPIDUS,Farhan,Unisex,Winter & Autumn,Evening / Night,"Plum, Peach, Mirabelle (Plum), Orange Blossom, Basil, Bergamot, and Raspberry","Honey, Marigold, Tuberose, Carnation, Jasmine, Rose, Gardenia, and Orchid","Leather, Oakmoss, Plum, Ambergris, Sandalwood, Patchouli, Styrax, Musk, Tonka Bean, and Vanilla",1750,210,150,120,2,10,250,742,1242
,,262,SILVER OUD BY AMOUAGE,AMOUAGE,Sensula,Unisex,Winter & Autumn,Evening / Night,"Patchouli, Cypriol Oil (Nagarmotha), and Virginia Cedar",Assam Oud and Madagascar Vanilla,"Ambrarome, Castoreum, Birch, and Guaiac Wood",1730,207.6,150,120,2,10,250,739.6,1239.6
,,263,BOSS BOTTLED BY HUGO BOSS,HUGO BOSS,Sensula,Men,"Spring, Winter &  Autumn",Day Time,"Apple, Plum, Lemon, Bergamot, Oakmoss, Geranium","Cinnamon, Mahogany, Carnation","Vanilla, Sandalwood, Cedar, Vetiver, Olive Tree",1720,206.4,150,120,2,10,250,738.4,1238.4
,,264,OUD SUPREME BY POLO SUPREME,POLO SUPREME,Sensula,Men,Winter & Autumn,Evening / Night,"Spices, Elemi, and Chili Pepper","Cinnamon, Lavender, and Mint","Oud, Leather, Guaiac Wood, and Vanilla",1720,206.4,150,120,2,10,250,738.4,1238.4
,,265,AXE VERY HOT SEXY,,Hussaini,Men,Winter & Autumn,Evening / Night,"Mango, Guava (Tropical sweetness for an initial ""burst"")","Black Pepper, Chili (This provides the ""Hot"" spicy kick)","Amber, Woody notes, Patchouli (For a warm, lingering finish)",1700,204,150,120,2,10,250,736,1236
,,266,BLACK ICE (CREATION),,Sensula,,,,,,,1700,204,150,120,2,10,250,736,1236
,,267,CHARLI NEW,,Hussaini,,,,,,,1700,204,150,120,2,10,250,736,1236
,,268,SABAYA BY AL REHAB,AL REHAB,Sensula,Women,Spring & Summer,Day Time,"Citrus (Lemon/Grapefruit), Orange Blossom, and Green Notes","Rose, Lily of the Valley, and Tuberose",White Musk and Light Sandalwood,1700,204,150,120,2,10,250,736,1236
,,269,TOMMY BOY BY TOMMY HILFIGER,TOMMY HILFIGER,Hussaini,Men,Spring & Summer,Day Time,"Mint, Bergamot, Grapefruit, and Lavender","Granny Smith Apple, Cranberry, and Rose","Cotton Flower, Cactus, and Amber",1700,204,150,120,2,10,250,736,1236
,,270,SILVER MOUNTAIN WATER BY CREED,CREED,Sensula,Unisex,Spring & Summer,Day Time,"Bergamot, Mandarin Orange, and Neroli","Green Tea, Blackcurrant, and Ozonic Accord","Musk, Sandalwood, Petitgrain, and Galbanum",1680,201.6,150,120,2,10,250,733.6,1233.6
,,271,SULTAN BY AL REHAB,AL REHAB,Sensula,Men,Spring & Summer,Day Time,"Cedar, Juniper, and Bergamot","Cardamom, Sandalwood, and Lavender","White Musk, Vanilla, and Amber",1680,201.6,150,120,2,10,250,733.6,1233.6
,,272,AZZARO WANTED BY AZZARO,AZZARO,Sensula,Men,Spring & Autumn,Evening / Night,"Lemon, Ginger, Lavender, Mint","Apple, Juniper, Guatemalan Cardamom, Geranium","Tonka Bean, Amberwood, Haitian Vetiver",1660,199.2,150,120,2,10,250,731.2,1231.2
,,273,CIGAR BY REMY LATOUR,REMY LATOUR,Sensula,Men,Winter & Autumn,Evening / Night,"Plum, Pear, Pineapple, Bergamot","Bay Leaf, Marigold, Geranium, Jasmine","Tobacco, Patchouli, Sandalwood, Musk",1660,199.2,150,120,2,10,250,731.2,1231.2
,,274,DESIRE BY ALFRED DUNHILL,DUNHILL,Sensula,,,,,,,1660,199.2,150,120,2,10,250,731.2,1231.2
,,275,LACOSTE WHITE BY LACOSTE,LACOSTE,Sensula,Men,Spring & Summer,Day Time,"Grapefruit, Rosemary, and Cardamom",Ylang-Ylang and Tuberose,"Suede, Virginia Cedar, Leather, and Vetiver",1660,199.2,150,120,2,10,250,731.2,1231.2
,,276,BLEU DE CHANEL BY CHANEL,CHANEL,Sensula,Men,All Seasons,DAY & NIGHT,"Grapefruit, Lemon, Mint, Pink Pepper","Ginger, Nutmeg, Jasmine, Iso E Super","Incense, Cedar, Sandalwood, Patchouli, Labdanum",1650,198,150,120,2,10,250,730,1230
,,277,HAVOC SILVER BY MARYAJ,MARYAJ,Farhan,Unisex,All Seasons,DAY & NIGHT,Aldehydes and Green Notes,"Jasmine, Rose, and Lily of the Valley","Oakmoss, Musk, and Sandalwood",1650,198,150,120,2,10,250,730,1230
,,278,212 SEXY MEN BY CAROLINA HERRERA,CAROLINA HARARE,Sensula,Men,Winter & Autumn,Evening / Night,"Mandarin Orange, Bergamot, Green Notes","Cardamom, Black Pepper, Floral Notes","Vanilla, Guaiac Wood, Sandalwood, Amber, Musk",1630,195.6,150,120,2,10,250,727.6,1227.6
,,279,CK ONE BY CALVIN KLEIN,CALVIN KLEIN,Sensula,Unisex,Spring & Summer,Day Time,"Lemon, Green Notes, Bergamot, Pineapple, Mandarin Orange","Green Tea, Jasmine, Lily-of-the-Valley, Nutmeg.","Musk, Cedar, Sandalwood, Amber.",1620,194.4,150,120,2,10,250,726.4,1226.4
,,280,212 VIP MEN,,Hussaini,Men,Winter & Autumn,Evening / Night,"LimeCaviar, Passion Fruit, Frozen Mint, Black Pepper, Ginger","Vodka, Gin, Spicy Accords","Kingwood, Leather, Amber, Tonka Bean",1600,192,150,120,2,10,250,724,1224
,,281,CHANEL NO .5,CHANEL,Farhan,,,,,,,1600,192,150,120,2,10,250,724,1224
,,282,DARK AMBER & GENGER LILY BY JO MALONE,JO MALONE,Sensula,Women,Winter &  Autumn,Evening / Night,"Black Cardamom, Ginger, and Pink Pepper","Water Lily, Jasmine, Orchid, and Rose","Kyara Incense (Oud), Black Amber, Sandalwood, Patchouli, and Leather",1600,192,150,120,2,10,250,724,1224
,,283,ETERNITY AIR WOMEN BY CALVIN KLEIN ,CALVIN KLEIN,Hussaini,Women,Spring & Summer,Day Time,"Sky Air Accord, Grapefruit, and Black Currant","Peony, Lily-of-the-Valley, and Pear","Musk, Cedar, and Ambergris",1600,192,150,120,2,10,250,724,1224
,,284,ETERNITY BY CALVIN KLEIN,CALVIN KLEIN,Sensula,,,,,,,1600,192,150,120,2,10,250,724,1224
,,285,ETERNITY SP (Inspired By cK),CALVIN KLEIN,Hussaini,Men,Summer (High),DAY & NIGHT,,,,1600,192,150,120,2,10,250,724,1224
,,286,HAVOC GOLD BY MARYAJ,MARYAJ,Sensula,Men,Winter & Autumn,Evening / Night,Aldehydes and Artemisia,"Coriander, Cinnamon, and Geranium","Musk, Patchouli, Sandalwood, and Oakmoss",1600,192,150,120,2,10,250,724,1224
,,287,HUSAN-E-YOUSAF,,Farhan,Unisex,All Seasons,Day Time,"Fresh Florals, Bergamot, and Citrus Zest","Rose, Jasmine, Orange Blossom, and Saffron","Soft Musk, Sandalwood, Oud, and Amber",1600,192,150,120,2,10,250,724,1224
,,288,INTENSE BY ARMANI,GIORGIO ARMANI,Sensula,Women,"Spring, Winter &  Autumn",Evening / Night,Blackcurrant Nectar,Damascena Rose and Davana (velvety and floral),"Bourbon Vanilla, Black Tea, and Patchouli",1600,192,150,120,2,10,250,724,1224
,,289,JAZZ TIGER,,Hussaini,,,,,,,1600,192,150,120,2,10,250,724,1224
,,290,ROMANCE HOLAND BY RALPH LAUREN,RALPH LAUREN,Sensula,Women,Spring & Summer,Day Time,"Rose, Yellow Freesia, Lemon, Chamomile, and Ginger","Lotus, White Violet, Lily, and Carnation","White Musk, Oakmoss, Exotic Woods, and Patchouli",1600,192,150,120,2,10,250,724,1224
,,291,TEA ROSE BY PERFUMER'S WORKSHOP (UK),PERFUMER'S WORKSHOP ,Farhan,Women,All Seasons,Evening / Night,Peony and Chamomile,"Tea Rose, Damask Rose, and Bulgarian Rose","Geranium Leaf, Violet Leaf, and Cedarwood",1600,192,150,120,2,10,250,724,1224
,,292,WHITE MUSK,,Farhan,,,,,,,1600,192,150,120,2,10,250,724,1224
,,293,COOL WATER BY DAVIDOFF,DAVIDOFF,Sensula,Men,Summer,Day Time,"Sea Water, Lavender, Mint, Green Notes, Rosemary, Calone, and Coriander","Sandalwood, Geranium, Neroli, and Jasmine","Musk, Tobacco, Oakmoss, Cedar, and Amber",1580,189.6,150,120,2,10,250,721.6,1221.6
,,294,BAKHOOR,,Sensula,,,,,,,1570,188.4,150,120,2,10,250,720.4,1220.4
,,295,ETERNITY MEN BY CALVIN KLEIN,CALVIN KLEIN,Sensula,Men,All Seasons,Day Time,"Lavender, Lemon, Bergamot, and Mandarin Orange","Sage, Juniper Berries, Basil, Geranium, Jasmine, and Lily","Sandalwood, Vetiver, Musk, Brazilian Rosewood, and Amber",1560,187.2,150,120,2,10,250,719.2,1219.2
,,296,DARK KISS BY BATH & BODY WORKS,BATH & BODY WORKS,Sensula,Women,Winter &  Autumn,Evening / Night,"Blackberry, Incense, Mirabelle Plum, and Bergamot","Raspberry, Geranium, Peony, and Rose","Vanilla, Musk, Resin, Amber, and French Labdanum",1550,186,150,120,2,10,250,718,1218
,,297,SECRET CHARM BY VICTORIA'S SECRET,VICTORIA'S SECRET,Sensula,Women,Spring & Summer,Day Time,"Honeysuckle, Gala Apple, and Stephanotis (Jasmine)",Chamomile and Aloe Vera,,1550,186,150,120,2,10,250,718,1218
,,298,HERRERA FOR MEN BY CAROLINA HERRERA,CAROLINA HERRERA,Sensula,Men,All Seasons,Day Time,"Rosemary, Lavender, Lemon, and Neroli","Cloves, White Pepper, and Geranium","Tobacco, Sandalwood, and Ambergris",1530,183.6,150,120,2,10,250,715.6,1215.6
,,299,ASEEL BY AL REHAB,AL REHAB,Sensula,Unisex,Winter & Autumn,Evening / Night,"Red Rose, Saffron","Sandalwood, Mint","Agarwood (Oud), Vanilla, Caramel",1520,182.4,150,120,2,10,250,714.4,1214.4
,,300,SAUVAGE BY DIOR,DIOR,Sensula,Men,All Seasons,DAY & NIGHT,Calabrian Bergamot,"Sichuan Pepper, Lavender, Star Anise, and Nutmeg",Ambroxan and Papua New Guinean Vanilla Absolute,1520,182.4,150,120,2,10,250,714.4,1214.4
,,301,VERSACE EROS FOR MEN BY VERSACE,VERSACE,Sensula,Men,All Seasons,Evening / Night,"Candy Apple, Mint, Lemon, and Mandarin Orange","Ambroxan, Geranium, and Clary Sage","Vanilla, Leather, Cedar, Sandalwood, and Patchouli",1520,182.4,150,120,2,10,250,714.4,1214.4
,,302,ROSE ISTANBUL BY AL REHAB,AL REHAB,Sensula,Unisex,Spring & Summer,Day Time,Fresh Roses and Citrus,Damask Rose and Geranium,Intense Rose and soft White Musk,1510,181.2,150,120,2,10,250,713.2,1213.2
